from,to,cost
20_42,20_43,1
20_42,21_42,1
20_43,20_44,1
20_43,21_43,1
20_44,20_45,1
20_44,21_44,1
20_45,20_46,1
20_45,21_45,1
20_46,20_47,1
20_46,21_46,1
20_47,20_48,1
20_47,21_47,1
20_48,21_48,1
20_50,20_51,1
20_50,21_50,1
20_51,20_52,1
20_51,21_51,1
20_52,20_53,1
20_52,21_52,1
20_53,20_54,1
20_53,21_53,1
20_54,20_55,1
20_54,21_54,1
20_55,20_56,1
20_55,21_55,1
20_56,20_57,1
20_56,21_56,1
20_57,20_58,1
20_57,21_57,1
20_58,20_59,1
20_58,21_58,1
20_59,21_59,1
20_61,20_62,1
20_61,21_61,1
20_62,20_63,1
20_62,21_62,1
20_63,20_64,1
20_63,21_63,1
20_64,20_65,1
20_64,21_64,1
20_65,20_66,1
20_65,21_65,1
20_66,20_67,1
20_66,21_66,1
20_67,20_68,1
20_67,21_67,1
20_68,20_69,1
20_68,21_68,1
20_69,20_70,1
20_69,21_69,1
20_70,20_71,1
20_70,21_70,1
20_71,20_72,1
20_71,21_71,1
20_72,20_73,1
20_72,21_72,1
20_73,20_74,1
20_73,21_73,1
20_74,20_75,1
20_74,21_74,1
20_75,20_76,1
20_75,21_75,1
20_76,20_77,1
20_76,21_76,1
20_77,20_78,1
20_77,21_77,1
20_78,21_78,1
21_1,21_2,1
21_1,22_1,1
21_2,21_3,1
21_2,22_2,1
21_3,21_4,1
21_3,22_3,1
21_4,21_5,1
21_4,22_4,1
21_5,21_6,1
21_5,22_5,1
21_6,21_7,1
21_6,22_6,1
21_7,21_8,1
21_7,22_7,1
21_8,21_9,1
21_8,22_8,1
21_9,21_10,1
21_9,22_9,1
21_10,21_11,1
21_10,22_10,1
21_11,21_12,1
21_11,22_11,1
21_12,21_13,1
21_12,22_12,1
21_13,21_14,1
21_13,22_13,1
21_14,22_14,1
21_16,21_17,1
21_16,22_16,1
21_17,21_18,1
21_17,22_17,1
21_18,21_19,1
21_18,22_18,1
21_19,21_20,1
21_19,22_19,1
21_20,21_21,1
21_20,22_20,1
21_21,21_22,1
21_21,22_21,1
21_22,21_23,1
21_22,22_22,1
21_23,21_24,1
21_23,22_23,1
21_24,21_25,1
21_24,22_24,1
21_25,21_26,1
21_25,22_25,1
21_26,21_27,1
21_26,22_26,1
21_27,21_28,1
21_27,22_27,1
21_28,21_29,1
21_28,22_28,1
21_29,21_30,1
21_29,22_29,1
21_30,21_31,1
21_30,22_30,1
21_31,21_32,1
21_31,22_31,1
21_32,21_33,1
21_32,22_32,1
21_33,21_34,1
21_33,22_33,1
21_34,22_34,1
21_36,21_37,1
21_36,22_36,1
21_37,21_38,1
21_37,22_37,1
21_38,21_39,1
21_38,22_38,1
21_39,21_40,1
21_39,22_39,1
21_40,21_41,1
21_40,22_40,1
21_41,21_42,1
21_41,22_41,1
21_42,21_43,1
21_42,22_42,1
21_43,21_44,1
21_43,22_43,1
21_44,21_45,1
21_44,22_44,1
21_45,21_46,1
21_45,22_45,1
21_46,21_47,1
21_46,22_46,1
21_47,21_48,1
21_47,22_47,1
21_48,22_48,1
21_50,21_51,1
21_50,22_50,1
21_51,21_52,1
21_51,22_51,1
21_52,21_53,1
21_52,22_52,1
21_53,21_54,1
21_53,22_53,1
21_54,21_55,1
21_54,22_54,1
21_55,21_56,1
21_55,22_55,1
21_56,21_57,1
21_56,22_56,1
21_57,21_58,1
21_57,22_57,1
21_58,21_59,1
21_58,22_58,1
21_59,22_59,1
21_61,21_62,1
21_61,22_61,1
21_62,21_63,1
21_62,22_62,1
21_63,21_64,1
21_63,22_63,1
21_64,21_65,1
21_64,22_64,1
21_65,21_66,1
21_65,22_65,1
21_66,21_67,1
21_66,22_66,1
21_67,21_68,1
21_67,22_67,1
21_68,21_69,1
21_68,22_68,1
21_69,21_70,1
21_69,22_69,1
21_70,21_71,1
21_70,22_70,1
21_71,21_72,1
21_71,22_71,1
21_72,21_73,1
21_72,22_72,1
21_73,21_74,1
21_73,22_73,1
21_74,21_75,1
21_75,21_76,1
21_76,21_77,1
21_77,21_78,1
22_1,22_2,1
22_1,23_1,1
22_2,22_3,1
22_2,23_2,1
22_3,22_4,1
22_3,23_3,1
22_4,22_5,1
22_4,23_4,1
22_5,22_6,1
22_5,23_5,1
22_6,22_7,1
22_6,23_6,1
22_7,22_8,1
22_7,23_7,1
22_8,22_9,1
22_8,23_8,1
22_9,22_10,1
22_9,23_9,1
22_10,22_11,1
22_10,23_10,1
22_11,22_12,1
22_11,23_11,1
22_12,22_13,1
22_12,23_12,1
22_13,22_14,1
22_13,23_13,1
22_14,23_14,1
22_16,22_17,1
22_16,23_16,1
22_17,22_18,1
22_17,23_17,1
22_18,22_19,1
22_18,23_18,1
22_19,22_20,1
22_19,23_19,1
22_20,22_21,1
22_20,23_20,1
22_21,22_22,1
22_21,23_21,1
22_22,22_23,1
22_22,23_22,1
22_23,22_24,1
22_23,23_23,1
22_24,22_25,1
22_24,23_24,1
22_25,22_26,1
22_25,23_25,1
22_26,22_27,1
22_26,23_26,1
22_27,22_28,1
22_27,23_27,1
22_28,22_29,1
22_28,23_28,1
22_29,22_30,1
22_29,23_29,1
22_30,22_31,1
22_30,23_30,1
22_31,22_32,1
22_31,23_31,1
22_32,22_33,1
22_32,23_32,1
22_33,22_34,1
22_33,23_33,1
22_34,23_34,1
22_36,22_37,1
22_36,23_36,1
22_37,22_38,1
22_37,23_37,1
22_38,22_39,1
22_38,23_38,1
22_39,22_40,1
22_39,23_39,1
22_40,22_41,1
22_40,23_40,1
22_41,22_42,1
22_41,23_41,1
22_42,22_43,1
22_42,23_42,1
22_43,22_44,1
22_43,23_43,1
22_44,22_45,1
22_44,23_44,1
22_45,22_46,1
22_45,23_45,1
22_46,22_47,1
22_46,23_46,1
22_47,22_48,1
22_47,23_47,1
22_48,23_48,1
22_50,22_51,1
22_50,23_50,1
22_51,22_52,1
22_51,23_51,1
22_52,22_53,1
22_52,23_52,1
22_53,22_54,1
22_53,23_53,1
22_54,22_55,1
22_54,23_54,1
22_55,22_56,1
22_55,23_55,1
22_56,22_57,1
22_56,23_56,1
22_57,22_58,1
22_57,23_57,1
22_58,22_59,1
22_58,23_58,1
22_59,23_59,1
22_61,22_62,1
22_61,23_61,1
22_62,22_63,1
22_62,23_62,1
22_63,22_64,1
22_63,23_63,1
22_64,22_65,1
22_64,23_64,1
22_65,22_66,1
22_65,23_65,1
22_66,22_67,1
22_66,23_66,1
22_67,22_68,1
22_67,23_67,1
22_68,22_69,1
22_68,23_68,1
22_69,22_70,1
22_69,23_69,1
22_70,22_71,1
22_70,23_70,1
22_71,22_72,1
22_71,23_71,1
22_72,22_73,1
22_72,23_72,1
22_73,23_73,1
23_1,23_2,1
23_1,24_1,1
23_2,23_3,1
23_2,24_2,1
23_3,23_4,1
23_3,24_3,1
23_4,23_5,1
23_4,24_4,1
23_5,23_6,1
23_5,24_5,1
23_6,23_7,1
23_6,24_6,1
23_7,23_8,1
23_7,24_7,1
23_8,23_9,1
23_8,24_8,1
23_9,23_10,1
23_9,24_9,1
23_10,23_11,1
23_10,24_10,1
23_11,23_12,1
23_11,24_11,1
23_12,23_13,1
23_12,24_12,1
23_13,23_14,1
23_13,24_13,1
23_14,24_14,1
23_16,23_17,1
23_16,24_16,1
23_17,23_18,1
23_17,24_17,1
23_18,23_19,1
23_18,24_18,1
23_19,23_20,1
23_19,24_19,1
23_20,23_21,1
23_20,24_20,1
23_21,23_22,1
23_21,24_21,1
23_22,23_23,1
23_22,24_22,1
23_23,23_24,1
23_23,24_23,1
23_24,23_25,1
23_24,24_24,1
23_25,23_26,1
23_25,24_25,1
23_26,23_27,1
23_26,24_26,1
23_27,23_28,1
23_27,24_27,1
23_28,23_29,1
23_28,24_28,1
23_29,23_30,1
23_29,24_29,1
23_30,23_31,1
23_30,24_30,1
23_31,23_32,1
23_31,24_31,1
23_32,23_33,1
23_32,24_32,1
23_33,23_34,1
23_33,24_33,1
23_34,24_34,1
23_36,23_37,1
23_36,24_36,1
23_37,23_38,1
23_37,24_37,1
23_38,23_39,1
23_38,24_38,1
23_39,23_40,1
23_39,24_39,1
23_40,23_41,1
23_40,24_40,1
23_41,23_42,1
23_41,24_41,1
23_42,23_43,1
23_42,24_42,1
23_43,23_44,1
23_43,24_43,1
23_44,23_45,1
23_44,24_44,1
23_45,23_46,1
23_45,24_45,1
23_46,23_47,1
23_46,24_46,1
23_47,23_48,1
23_47,24_47,1
23_48,23_49,1
23_48,24_48,1
23_49,23_50,1
23_49,24_49,1
23_50,23_51,1
23_50,24_50,1
23_51,23_52,1
23_51,24_51,1
23_52,23_53,1
23_52,24_52,1
23_53,23_54,1
23_53,24_53,1
23_54,23_55,1
23_54,24_54,1
23_55,23_56,1
23_55,24_55,1
23_56,23_57,1
23_56,24_56,1
23_57,23_58,1
23_57,24_57,1
23_58,23_59,1
23_58,24_58,1
23_59,24_59,1
23_61,23_62,1
23_61,24_61,1
23_62,23_63,1
23_62,24_62,1
23_63,23_64,1
23_64,23_65,1
23_65,23_66,1
23_66,23_67,1
23_67,23_68,1
23_67,24_67,1
23_68,23_69,1
23_68,24_68,1
23_69,23_70,1
23_69,24_69,1
23_70,23_71,1
23_70,24_70,1
23_71,23_72,1
23_71,24_71,1
23_72,23_73,1
23_72,24_72,1
23_73,24_73,1
23_75,23_76,1
23_75,24_75,1
23_76,23_77,1
23_76,24_76,1
23_77,23_78,1
23_77,24_77,1
23_78,24_78,1
24_1,24_2,1
24_1,25_1,1
24_2,24_3,1
24_2,25_2,1
24_3,24_4,1
24_3,25_3,1
24_4,24_5,1
24_4,25_4,1
24_5,24_6,1
24_5,25_5,1
24_6,24_7,1
24_6,25_6,1
24_7,24_8,1
24_7,25_7,1
24_8,24_9,1
24_8,25_8,1
24_9,24_10,1
24_9,25_9,1
24_10,24_11,1
24_10,25_10,1
24_11,24_12,1
24_11,25_11,1
24_12,24_13,1
24_12,25_12,1
24_13,24_14,1
24_13,25_13,1
24_14,25_14,1
24_16,24_17,1
24_16,25_16,1
24_17,24_18,1
24_17,25_17,1
24_18,24_19,1
24_18,25_18,1
24_19,24_20,1
24_19,25_19,1
24_20,24_21,1
24_20,25_20,1
24_21,24_22,1
24_21,25_21,1
24_22,24_23,1
24_22,25_22,1
24_23,24_24,1
24_23,25_23,1
24_24,24_25,1
24_24,25_24,1
24_25,24_26,1
24_25,25_25,1
24_26,24_27,1
24_26,25_26,1
24_27,24_28,1
24_27,25_27,1
24_28,24_29,1
24_28,25_28,1
24_29,24_30,1
24_29,25_29,1
24_30,24_31,1
24_30,25_30,1
24_31,24_32,1
24_31,25_31,1
24_32,24_33,1
24_32,25_32,1
24_33,24_34,1
24_36,24_37,1
24_37,24_38,1
24_37,25_37,1
24_38,24_39,1
24_38,25_38,1
24_39,24_40,1
24_39,25_39,1
24_40,24_41,1
24_40,25_40,1
24_41,24_42,1
24_41,25_41,1
24_42,24_43,1
24_42,25_42,1
24_43,24_44,1
24_43,25_43,1
24_44,24_45,1
24_44,25_44,1
24_45,24_46,1
24_45,25_45,1
24_46,24_47,1
24_46,25_46,1
24_47,24_48,1
24_47,25_47,1
24_48,24_49,1
24_48,25_48,1
24_49,24_50,1
24_49,25_49,1
24_50,24_51,1
24_50,25_50,1
24_51,24_52,1
24_51,25_51,1
24_52,24_53,1
24_52,25_52,1
24_53,24_54,1
24_53,25_53,1
24_54,24_55,1
24_54,25_54,1
24_55,24_56,1
24_55,25_55,1
24_56,24_57,1
24_56,25_56,1
24_57,24_58,1
24_57,25_57,1
24_58,24_59,1
24_58,25_58,1
24_59,25_59,1
24_61,24_62,1
24_61,25_61,1
24_62,25_62,1
24_67,24_68,1
24_67,25_67,1
24_68,24_69,1
24_68,25_68,1
24_69,24_70,1
24_69,25_69,1
24_70,24_71,1
24_70,25_70,1
24_71,24_72,1
24_71,25_71,1
24_72,24_73,1
24_72,25_72,1
24_73,25_73,1
24_75,24_76,1
24_75,25_75,1
24_76,24_77,1
24_76,25_76,1
24_77,24_78,1
24_77,25_77,1
24_78,25_78,1
25_1,25_2,1
25_1,26_1,1
25_2,25_3,1
25_2,26_2,1
25_3,25_4,1
25_3,26_3,1
25_4,25_5,1
25_4,26_4,1
25_5,25_6,1
25_5,26_5,1
25_6,25_7,1
25_6,26_6,1
25_7,25_8,1
25_7,26_7,1
25_8,25_9,1
25_8,26_8,1
25_9,25_10,1
25_9,26_9,1
25_10,25_11,1
25_10,26_10,1
25_11,25_12,1
25_11,26_11,1
25_12,25_13,1
25_12,26_12,1
25_13,25_14,1
25_13,26_13,1
25_14,26_14,1
25_16,25_17,1
25_16,26_16,1
25_17,25_18,1
25_17,26_17,1
25_18,25_19,1
25_18,26_18,1
25_19,25_20,1
25_19,26_19,1
25_20,25_21,1
25_20,26_20,1
25_21,25_22,1
25_21,26_21,1
25_22,25_23,1
25_22,26_22,1
25_23,25_24,1
25_23,26_23,1
25_24,25_25,1
25_24,26_24,1
25_25,25_26,1
25_25,26_25,1
25_26,25_27,1
25_26,26_26,1
25_27,25_28,1
25_27,26_27,1
25_28,25_29,1
25_28,26_28,1
25_29,25_30,1
25_29,26_29,1
25_30,25_31,1
25_30,26_30,1
25_31,25_32,1
25_31,26_31,1
25_32,26_32,1
25_37,25_38,1
25_37,26_37,1
25_38,25_39,1
25_38,26_38,1
25_39,25_40,1
25_39,26_39,1
25_40,25_41,1
25_40,26_40,1
25_41,25_42,1
25_41,26_41,1
25_42,25_43,1
25_42,26_42,1
25_43,25_44,1
25_43,26_43,1
25_44,25_45,1
25_44,26_44,1
25_45,25_46,1
25_45,26_45,1
25_46,25_47,1
25_46,26_46,1
25_47,25_48,1
25_47,26_47,1
25_48,25_49,1
25_48,26_48,1
25_49,25_50,1
25_49,26_49,1
25_50,25_51,1
25_50,26_50,1
25_51,25_52,1
25_52,25_53,1
25_53,25_54,1
25_54,25_55,1
25_54,26_54,1
25_55,25_56,1
25_55,26_55,1
25_56,25_57,1
25_56,26_56,1
25_57,25_58,1
25_57,26_57,1
25_58,25_59,1
25_58,26_58,1
25_59,26_59,1
25_61,25_62,1
25_61,26_61,1
25_62,26_62,1
25_64,25_65,1
25_64,26_64,1
25_65,25_66,1
25_65,26_65,1
25_66,25_67,1
25_66,26_66,1
25_67,25_68,1
25_67,26_67,1
25_68,25_69,1
25_68,26_68,1
25_69,25_70,1
25_69,26_69,1
25_70,25_71,1
25_70,26_70,1
25_71,25_72,1
25_71,26_71,1
25_72,25_73,1
25_72,26_72,1
25_73,26_73,1
25_75,25_76,1
25_75,26_75,1
25_76,25_77,1
25_76,26_76,1
25_77,25_78,1
25_77,26_77,1
25_78,26_78,1
26_1,26_2,1
26_1,27_1,1
26_2,26_3,1
26_2,27_2,1
26_3,26_4,1
26_3,27_3,1
26_4,26_5,1
26_4,27_4,1
26_5,26_6,1
26_5,27_5,1
26_6,26_7,1
26_6,27_6,1
26_7,26_8,1
26_7,27_7,1
26_8,26_9,1
26_8,27_8,1
26_9,26_10,1
26_9,27_9,1
26_10,26_11,1
26_10,27_10,1
26_11,26_12,1
26_11,27_11,1
26_12,26_13,1
26_12,27_12,1
26_13,26_14,1
26_13,27_13,1
26_14,27_14,1
26_16,26_17,1
26_16,27_16,1
26_17,26_18,1
26_17,27_17,1
26_18,26_19,1
26_18,27_18,1
26_19,26_20,1
26_20,26_21,1
26_20,27_20,1
26_21,26_22,1
26_21,27_21,1
26_22,26_23,1
26_22,27_22,1
26_23,26_24,1
26_23,27_23,1
26_24,26_25,1
26_24,27_24,1
26_25,26_26,1
26_25,27_25,1
26_26,26_27,1
26_26,27_26,1
26_27,26_28,1
26_27,27_27,1
26_28,26_29,1
26_28,27_28,1
26_29,26_30,1
26_29,27_29,1
26_30,26_31,1
26_30,27_30,1
26_31,26_32,1
26_31,27_31,1
26_32,27_32,1
26_34,26_35,1
26_34,27_34,1
26_35,26_36,1
26_35,27_35,1
26_36,26_37,1
26_36,27_36,1
26_37,26_38,1
26_37,27_37,1
26_38,26_39,1
26_38,27_38,1
26_39,26_40,1
26_39,27_39,1
26_40,26_41,1
26_40,27_40,1
26_41,26_42,1
26_41,27_41,1
26_42,26_43,1
26_42,27_42,1
26_43,26_44,1
26_43,27_43,1
26_44,26_45,1
26_44,27_44,1
26_45,26_46,1
26_45,27_45,1
26_46,26_47,1
26_46,27_46,1
26_47,26_48,1
26_47,27_47,1
26_48,26_49,1
26_48,27_48,1
26_49,26_50,1
26_49,27_49,1
26_50,27_50,1
26_54,26_55,1
26_54,27_54,1
26_55,26_56,1
26_55,27_55,1
26_56,26_57,1
26_56,27_56,1
26_57,26_58,1
26_57,27_57,1
26_58,26_59,1
26_58,27_58,1
26_59,27_59,1
26_61,26_62,1
26_61,27_61,1
26_62,27_62,1
26_64,26_65,1
26_64,27_64,1
26_65,26_66,1
26_65,27_65,1
26_66,26_67,1
26_66,27_66,1
26_67,26_68,1
26_67,27_67,1
26_68,26_69,1
26_68,27_68,1
26_69,26_70,1
26_69,27_69,1
26_70,26_71,1
26_70,27_70,1
26_71,26_72,1
26_71,27_71,1
26_72,26_73,1
26_72,27_72,1
26_73,27_73,1
26_75,26_76,1
26_75,27_75,1
26_76,26_77,1
26_76,27_76,1
26_77,26_78,1
26_77,27_77,1
26_78,27_78,1
27_1,27_2,1
27_1,28_1,1
27_2,27_3,1
27_2,28_2,1
27_3,27_4,1
27_3,28_3,1
27_4,27_5,1
27_4,28_4,1
27_5,27_6,1
27_5,28_5,1
27_6,27_7,1
27_6,28_6,1
27_7,27_8,1
27_7,28_7,1
27_8,27_9,1
27_8,28_8,1
27_9,27_10,1
27_9,28_9,1
27_10,27_11,1
27_10,28_10,1
27_11,27_12,1
27_11,28_11,1
27_12,27_13,1
27_12,28_12,1
27_13,27_14,1
27_13,28_13,1
27_14,28_14,1
27_16,27_17,1
27_16,28_16,1
27_17,27_18,1
27_17,28_17,1
27_18,28_18,1
27_20,27_21,1
27_20,28_20,1
27_21,27_22,1
27_21,28_21,1
27_22,27_23,1
27_22,28_22,1
27_23,27_24,1
27_23,28_23,1
27_24,27_25,1
27_24,28_24,1
27_25,27_26,1
27_25,28_25,1
27_26,27_27,1
27_26,28_26,1
27_27,27_28,1
27_27,28_27,1
27_28,27_29,1
27_28,28_28,1
27_29,27_30,1
27_29,28_29,1
27_30,27_31,1
27_30,28_30,1
27_31,27_32,1
27_31,28_31,1
27_32,28_32,1
27_34,27_35,1
27_34,28_34,1
27_35,27_36,1
27_35,28_35,1
27_36,27_37,1
27_36,28_36,1
27_37,27_38,1
27_37,28_37,1
27_38,27_39,1
27_38,28_38,1
27_39,27_40,1
27_39,28_39,1
27_40,27_41,1
27_40,28_40,1
27_41,27_42,1
27_41,28_41,1
27_42,27_43,1
27_42,28_42,1
27_43,27_44,1
27_43,28_43,1
27_44,27_45,1
27_44,28_44,1
27_45,27_46,1
27_45,28_45,1
27_46,27_47,1
27_46,28_46,1
27_47,27_48,1
27_47,28_47,1
27_48,27_49,1
27_48,28_48,1
27_49,27_50,1
27_49,28_49,1
27_50,28_50,1
27_52,27_53,1
27_52,28_52,1
27_53,27_54,1
27_53,28_53,1
27_54,27_55,1
27_54,28_54,1
27_55,27_56,1
27_55,28_55,1
27_56,27_57,1
27_56,28_56,1
27_57,27_58,1
27_57,28_57,1
27_58,27_59,1
27_58,28_58,1
27_59,27_60,1
27_59,28_59,1
27_60,27_61,1
27_60,28_60,1
27_61,27_62,1
27_61,28_61,1
27_62,28_62,1
27_64,27_65,1
27_64,28_64,1
27_65,27_66,1
27_65,28_65,1
27_66,27_67,1
27_66,28_66,1
27_67,27_68,1
27_67,28_67,1
27_68,27_69,1
27_68,28_68,1
27_69,27_70,1
27_69,28_69,1
27_70,27_71,1
27_70,28_70,1
27_71,27_72,1
27_71,28_71,1
27_72,27_73,1
27_72,28_72,1
27_73,27_74,1
27_73,28_73,1
27_74,27_75,1
27_74,28_74,1
27_75,27_76,1
27_75,28_75,1
27_76,27_77,1
27_76,28_76,1
27_77,27_78,1
27_77,28_77,1
27_78,28_78,1
28_1,28_2,1
28_1,29_1,1
28_2,28_3,1
28_2,29_2,1
28_3,28_4,1
28_3,29_3,1
28_4,28_5,1
28_4,29_4,1
28_5,28_6,1
28_5,29_5,1
28_6,28_7,1
28_7,28_8,1
28_7,29_7,1
28_8,28_9,1
28_8,29_8,1
28_9,28_10,1
28_9,29_9,1
28_10,28_11,1
28_10,29_10,1
28_11,28_12,1
28_11,29_11,1
28_12,28_13,1
28_12,29_12,1
28_13,28_14,1
28_13,29_13,1
28_14,29_14,1
28_16,28_17,1
28_16,29_16,1
28_17,28_18,1
28_17,29_17,1
28_18,29_18,1
28_20,28_21,1
28_20,29_20,1
28_21,28_22,1
28_21,29_21,1
28_22,28_23,1
28_22,29_22,1
28_23,28_24,1
28_23,29_23,1
28_24,28_25,1
28_24,29_24,1
28_25,28_26,1
28_25,29_25,1
28_26,28_27,1
28_26,29_26,1
28_27,28_28,1
28_27,29_27,1
28_28,28_29,1
28_28,29_28,1
28_29,28_30,1
28_29,29_29,1
28_30,28_31,1
28_30,29_30,1
28_31,28_32,1
28_31,29_31,1
28_32,29_32,1
28_34,28_35,1
28_34,29_34,1
28_35,28_36,1
28_35,29_35,1
28_36,28_37,1
28_36,29_36,1
28_37,28_38,1
28_37,29_37,1
28_38,28_39,1
28_38,29_38,1
28_39,28_40,1
28_39,29_39,1
28_40,28_41,1
28_40,29_40,1
28_41,28_42,1
28_41,29_41,1
28_42,28_43,1
28_42,29_42,1
28_43,28_44,1
28_43,29_43,1
28_44,28_45,1
28_44,29_44,1
28_45,28_46,1
28_45,29_45,1
28_46,28_47,1
28_46,29_46,1
28_47,28_48,1
28_47,29_47,1
28_48,28_49,1
28_48,29_48,1
28_49,28_50,1
28_49,29_49,1
28_50,29_50,1
28_52,28_53,1
28_52,29_52,1
28_53,28_54,1
28_53,29_53,1
28_54,28_55,1
28_54,29_54,1
28_55,28_56,1
28_55,29_55,1
28_56,28_57,1
28_56,29_56,1
28_57,28_58,1
28_57,29_57,1
28_58,28_59,1
28_58,29_58,1
28_59,28_60,1
28_59,29_59,1
28_60,28_61,1
28_60,29_60,1
28_61,28_62,1
28_61,29_61,1
28_62,29_62,1
28_64,28_65,1
28_64,29_64,1
28_65,28_66,1
28_65,29_65,1
28_66,28_67,1
28_66,29_66,1
28_67,28_68,1
28_67,29_67,1
28_68,28_69,1
28_68,29_68,1
28_69,28_70,1
28_69,29_69,1
28_70,28_71,1
28_70,29_70,1
28_71,28_72,1
28_71,29_71,1
28_72,28_73,1
28_72,29_72,1
28_73,28_74,1
28_73,29_73,1
28_74,28_75,1
28_74,29_74,1
28_75,28_76,1
28_75,29_75,1
28_76,28_77,1
28_76,29_76,1
28_77,28_78,1
28_77,29_77,1
28_78,29_78,1
29_1,29_2,1
29_1,30_1,1
29_2,29_3,1
29_2,30_2,1
29_3,29_4,1
29_3,30_3,1
29_4,29_5,1
29_4,30_4,1
29_5,30_5,1
29_7,29_8,1
29_7,30_7,1
29_8,29_9,1
29_8,30_8,1
29_9,29_10,1
29_9,30_9,1
29_10,29_11,1
29_10,30_10,1
29_11,29_12,1
29_11,30_11,1
29_12,29_13,1
29_12,30_12,1
29_13,29_14,1
29_13,30_13,1
29_14,30_14,1
29_16,29_17,1
29_16,30_16,1
29_17,29_18,1
29_17,30_17,1
29_18,30_18,1
29_20,29_21,1
29_20,30_20,1
29_21,29_22,1
29_21,30_21,1
29_22,29_23,1
29_22,30_22,1
29_23,29_24,1
29_23,30_23,1
29_24,29_25,1
29_24,30_24,1
29_25,29_26,1
29_25,30_25,1
29_26,29_27,1
29_26,30_26,1
29_27,29_28,1
29_27,30_27,1
29_28,29_29,1
29_28,30_28,1
29_29,29_30,1
29_29,30_29,1
29_30,29_31,1
29_30,30_30,1
29_31,29_32,1
29_31,30_31,1
29_32,30_32,1
29_34,29_35,1
29_34,30_34,1
29_35,29_36,1
29_35,30_35,1
29_36,29_37,1
29_36,30_36,1
29_37,29_38,1
29_37,30_37,1
29_38,29_39,1
29_38,30_38,1
29_39,29_40,1
29_39,30_39,1
29_40,29_41,1
29_40,30_40,1
29_41,29_42,1
29_41,30_41,1
29_42,29_43,1
29_42,30_42,1
29_43,29_44,1
29_43,30_43,1
29_44,29_45,1
29_44,30_44,1
29_45,29_46,1
29_46,29_47,1
29_46,30_46,1
29_47,29_48,1
29_47,30_47,1
29_48,29_49,1
29_48,30_48,1
29_49,29_50,1
29_49,30_49,1
29_50,29_51,1
29_50,30_50,1
29_51,29_52,1
29_51,30_51,1
29_52,29_53,1
29_52,30_52,1
29_53,29_54,1
29_53,30_53,1
29_54,29_55,1
29_54,30_54,1
29_55,29_56,1
29_55,30_55,1
29_56,29_57,1
29_56,30_56,1
29_57,29_58,1
29_57,30_57,1
29_58,29_59,1
29_58,30_58,1
29_59,29_60,1
29_59,30_59,1
29_60,29_61,1
29_60,30_60,1
29_61,29_62,1
29_62,29_63,1
29_63,29_64,1
29_64,29_65,1
29_65,29_66,1
29_66,29_67,1
29_67,29_68,1
29_68,29_69,1
29_69,29_70,1
29_70,29_71,1
29_70,30_70,1
29_71,29_72,1
29_71,30_71,1
29_72,29_73,1
29_72,30_72,1
29_73,29_74,1
29_73,30_73,1
29_74,29_75,1
29_74,30_74,1
29_75,29_76,1
29_75,30_75,1
29_76,29_77,1
29_76,30_76,1
29_77,29_78,1
29_77,30_77,1
29_78,30_78,1
30_1,30_2,1
30_1,31_1,1
30_2,30_3,1
30_2,31_2,1
30_3,30_4,1
30_3,31_3,1
30_4,30_5,1
30_4,31_4,1
30_5,31_5,1
30_7,30_8,1
30_7,31_7,1
30_8,30_9,1
30_8,31_8,1
30_9,30_10,1
30_9,31_9,1
30_10,30_11,1
30_10,31_10,1
30_11,30_12,1
30_11,31_11,1
30_12,30_13,1
30_12,31_12,1
30_13,30_14,1
30_13,31_13,1
30_14,31_14,1
30_16,30_17,1
30_16,31_16,1
30_17,30_18,1
30_17,31_17,1
30_18,31_18,1
30_20,30_21,1
30_20,31_20,1
30_21,30_22,1
30_21,31_21,1
30_22,30_23,1
30_22,31_22,1
30_23,30_24,1
30_23,31_23,1
30_24,30_25,1
30_24,31_24,1
30_25,30_26,1
30_25,31_25,1
30_26,30_27,1
30_26,31_26,1
30_27,30_28,1
30_27,31_27,1
30_28,30_29,1
30_28,31_28,1
30_29,30_30,1
30_29,31_29,1
30_30,30_31,1
30_30,31_30,1
30_31,30_32,1
30_31,31_31,1
30_32,30_33,1
30_32,31_32,1
30_33,30_34,1
30_33,31_33,1
30_34,30_35,1
30_34,31_34,1
30_35,30_36,1
30_35,31_35,1
30_36,30_37,1
30_36,31_36,1
30_37,30_38,1
30_37,31_37,1
30_38,30_39,1
30_38,31_38,1
30_39,30_40,1
30_39,31_39,1
30_40,30_41,1
30_40,31_40,1
30_41,30_42,1
30_41,31_41,1
30_42,30_43,1
30_42,31_42,1
30_43,30_44,1
30_43,31_43,1
30_44,31_44,1
30_46,30_47,1
30_46,31_46,1
30_47,30_48,1
30_47,31_47,1
30_48,30_49,1
30_48,31_48,1
30_49,30_50,1
30_49,31_49,1
30_50,30_51,1
30_50,31_50,1
30_51,30_52,1
30_51,31_51,1
30_52,30_53,1
30_52,31_52,1
30_53,30_54,1
30_53,31_53,1
30_54,30_55,1
30_54,31_54,1
30_55,30_56,1
30_55,31_55,1
30_56,30_57,1
30_56,31_56,1
30_57,30_58,1
30_57,31_57,1
30_58,30_59,1
30_58,31_58,1
30_59,30_60,1
30_59,31_59,1
30_60,31_60,1
30_70,30_71,1
30_70,31_70,1
30_71,30_72,1
30_71,31_71,1
30_72,30_73,1
30_72,31_72,1
30_73,30_74,1
30_73,31_73,1
30_74,30_75,1
